Participant ID,ChestGirth(cm),HipsGirth(cm),WaistGirth(cm)
1001,102.61057044423556,107.37584688522034,95.15775189162511
1002,101.96977764641287,110.99095191059664,94.76656360808975
1003,98.68110575989007,113.0037360719629,89.560622060866
1004,100.85522584200184,107.94687149783405,92.66377619339686
1005,100.12913966358629,113.0037360719629,92.10543698389057
1006,100.09265501649472,101.70280876734168,92.52697543793963
1007,102.13078600332838,123.8858834680346,93.51333252999487
1008,101.11145670060594,110.99095191059664,92.78204942756605
1009,98.8463201442202,118.54462793107099,89.26702805383891
1010,99.84376096775486,118.54462793107099,90.37970664392523
1011,97.53794461497606,113.71366020336175,87.97925801919344
1012,100.89857690884233,107.37584688522034,93.08037043904153
1013,96.56424265364379,119.48044890888946,86.60634870947112
1014,96.90663115431627,112.31440262938078,87.16437485316223
1015,98.78501160505265,112.31440262938078,90.52981422911748
1016,102.31276395675197,105.72570743828403,95.21268849849096
1017,101.11145670060594,103.15494749580333,93.88492271978738
1018,93.83964495470582,136.78081502547258,82.02796019603734
1019,93.83964495470582,136.78081502547258,82.02796019603734
1020,101.33525693419416,105.72570743828403,94.00622472682832
1021,96.97224256370252,123.8858834680346,86.36307215767665
1022,99.19946466575175,119.48044890888946,88.74926596574278
1023,98.8463201442202,107.94687149783405,89.06449645828056
