Participant ID,ChestGirth(cm),HipsGirth(cm),WaistGirth(cm)
1001,93.564,107.60098312022988,91.78318526749038
1002,104.136,111.09983641169077,91.64697867055894
1003,113.24600000000001,113.04789502646466,89.83433853838783
1004,107.24299999999998,108.15364516775662,90.91481584799911
1005,103.328,113.04789502646466,90.720409504913
1006,104.83099999999999,102.1103741470489,90.86718363061757
1007,98.28399999999999,123.58010279571049,91.21062015088819
1008,104.76233333333334,111.09983641169077,90.95599702701774
1009,95.47066666666666,118.41060719742049,89.7321129803644
1010,113.07599999999998,118.41060719742049,90.11953297889926
1011,95.788,113.73498997015135,89.28372845191141
1012,104.582,107.60098312022988,91.05986846559712
1013,97.78999999999999,119.31633477254606,88.80569955165205
1014,99.82199999999999,112.38072863224863,88.99999688935357
1015,96.076,112.38072863224863,90.17179845875427
1016,95.46399999999998,106.0039075733911,91.80231346887854
1017,104.76233333333334,103.51581612842176,91.34000295025868
1018,85.85199999999999,136.0603691797302,87.21156510261143
1019,85.85199999999999,136.0603691797302,87.21156510261143
1020,88.711,106.0039075733911,91.38223870801374
1021,107.44200000000001,123.58010279571049,88.7209938673875
1022,88.06066666666666,119.31633477254606,89.55183505536539
1023,95.47066666666666,108.15364516775662,89.66159415205804
