Participant ID,ChestGirth(cm),HipsGirth(cm),WaistGirth(cm)
1001,102.61044651562734,107.42410681552772,78.63
1002,101.96967787032395,111.01429226020379,108.54
1003,98.68112993917563,113.01320193189707,116.0
1004,100.85516807517716,107.99119525095821,109.85
1005,100.1291092641267,113.01320193189707,90.06
1006,100.09262599220062,101.79017398786934,104.44
1007,102.1306801585735,123.82033669394434,82.38
1008,101.11138927602484,111.01429226020379,104.51
1009,98.84633809630779,118.51589940913652,94.96
1010,99.84374132468092,118.51589940913652,108.82
1011,97.53801188185828,113.71823242630356,76.39
1012,100.89851750804567,107.42410681552772,92.98
1013,96.56434662093135,119.44526960164887,88.9
1014,96.90672221642622,112.32862019092008,88.9
1015,98.78503186795847,112.32862019092008,78.74
1016,102.31265125295302,105.7853420818642,86.36
1017,101.11138927602484,103.23230285825554,91.44
1018,93.83985161649734,136.62638112768488,76.2
1019,93.83985161649734,136.62638112768488,76.2
1020,101.33518107421946,105.7853420818642,76.2
1021,96.97233115281209,123.82033669394434,96.52
1022,99.19946930724987,119.44526960164887,68.58
1023,98.84633809630779,107.99119525095821,83.82
