Participant ID,ChestGirth(cm),HipsGirth(cm),WaistGirth(cm)
1001,98.999890303289,108.96465795092472,91.78318526749038
1002,98.81140675870812,108.72000014806692,91.64697867055894
1003,97.84407295558019,108.58378187858646,89.83433853838783
1004,98.48357118466929,108.92601298041373,90.91481584799911
1005,98.26999934515437,108.58378187858646,90.720409504913
1006,98.25926770829773,109.34858954674448,90.86718363061757
1007,98.85876594551813,107.84731578600855,91.21062015088819
1008,98.55893922972965,108.72000014806692,90.95599702701774
1009,97.89266930822342,108.20879348444404,89.7321129803644
1010,98.18605772108985,108.20879348444404,90.11953297889926
1011,97.50782219659466,108.53573666912102,89.28372845191141
1012,98.49632251827855,108.96465795092472,91.05986846559712
1013,97.22141636047924,108.14546035782831,88.80569955165205
1014,97.3221269153571,108.63043358145947,88.99999688935357
1015,97.87463594265725,108.63043358145947,90.17179845875427
1016,98.91229315402201,109.07633368058195,91.80231346887854
1017,98.55893922972965,109.25031382079564,91.34000295025868
1018,96.42,106.97463142395019,87.21156510261143
1019,96.42,106.97463142395019,87.21156510261143
1020,98.62476809273812,109.07633368058195,91.38223870801374
1021,97.3414259322126,107.84731578600855,88.7209938673875
1022,97.99654365168317,108.14546035782831,89.55183505536539
1023,97.89266930822342,108.92601298041373,89.66159415205804
