Participant ID,ChestGirth(cm),HipsGirth(cm),WaistGirth(cm)
1001,88.686,107.60098312022988,78.63
1002,113.83600000000001,111.09983641169077,108.54
1003,99.25200000000001,113.04789502646466,116.0
1004,108.304,108.15364516775662,109.85
1005,103.81999999999998,113.04789502646466,90.06
1006,109.83200000000002,102.1103741470489,104.44
1007,90.428,123.58010279571049,82.38
1008,107.38900000000001,111.09983641169077,104.51
1009,94.57400000000001,118.41060719742049,94.96
1010,118.484,118.41060719742049,108.82
1011,100.996,113.73498997015135,76.39
1012,105.64299999999999,107.60098312022988,92.98
1013,98.55199999999998,119.31633477254606,88.9
1014,102.61600000000001,112.38072863224863,88.9
1015,95.018,112.38072863224863,78.74
1016,91.50999999999999,106.0039075733911,86.36
1017,107.38900000000001,103.51581612842176,91.44
1018,84.77249999999998,136.0603691797302,76.2
1019,84.77249999999998,136.0603691797302,76.2
1020,95.21266666666668,106.0039075733911,76.2
1021,105.66400000000002,123.58010279571049,96.52
1022,88.96400000000001,119.31633477254606,68.58
1023,94.57400000000001,108.15364516775662,83.82
