Participant ID,ChestGirth(cm),HipsGirth(cm),WaistGirth(cm)
1001,91.614,92.83866666666668,78.387
1002,107.06200000000001,116.20333333333335,90.351
1003,106.66199999999999,134.56900000000002,108.574
1004,105.2295,107.14966666666665,105.72800000000002
1005,107.76700000000001,134.56900000000002,95.81199999999998
1006,113.779,126.24749999999999,103.55000000000003
1007,98.28399999999999,114.70543333333335,85.252
1008,106.49308333333333,116.20333333333335,105.194
1009,94.86333333333333,97.36583333333334,93.846
1010,121.86899999999999,97.36583333333334,107.96599999999997
1011,99.18599999999999,106.872,75.123
1012,101.6815,92.83866666666668,95.90599999999999
1013,97.50399999999999,99.90666666666667,91.18599999999999
1014,97.758,114.77216666666668,89.66199999999999
1015,95.886,114.77216666666668,95.934
1016,95.518,103.51716666666668,83.798
1017,106.49308333333333,128.9415,89.01000000000002
1018,88.773,152.36493333333334,81.28
1019,88.773,152.36493333333334,81.28
1020,98.46741666666668,103.51716666666668,81.39000000000001
1021,105.378,114.70543333333335,94.234
1022,89.97333333333334,99.90666666666667,79.542
1023,94.86333333333333,107.14966666666665,88.27599999999998
