Participant ID,ChestGirth(cm),HipsGirth(cm),WaistGirth(cm)
1001,102.60576515577395,107.60098312022988,95.14375954030525
1002,101.96590886344404,111.09983641169077,94.75372404293249
1003,98.68204330323488,113.04789502646466,89.56312379715222
1004,100.85298595356865,108.15364516775662,92.6571332970473
1005,100.12796093516714,113.04789502646466,92.10043944795142
1006,100.0915296096368,102.1103741470489,92.5207356774317
1007,102.12668190995791,123.58010279571049,93.50418609038904
1008,101.10884233604361,111.09983641169077,92.7750579938152
1009,98.84701623014078,118.41060719742049,89.2703949773584
1010,99.84299931442938,118.41060719742049,90.37979463365237
1011,97.54055286481912,113.73498997015135,87.98641985053358
1012,100.8962736637167,107.60098312022988,93.07249988812762
1013,96.56827394887412,119.31633477254606,86.61755634412732
1014,96.91016205579587,112.38072863224863,87.17393804997639
1015,98.78579729214209,112.38072863224863,90.52945986933061
1016,102.30839390634588,106.0039075733911,95.19853425540983
1017,101.10884233604361,103.51581612842176,93.87468124731127
1018,93.84765819342772,136.0603691797302,82.05265980667384
1019,93.84765819342772,136.0603691797302,82.05265980667384
1020,101.33231549019405,106.0039075733911,93.99562579151117
1021,96.97567757545694,123.58010279571049,86.37499669990498
1022,99.19964463821836,119.31633477254606,88.75415867363719
1023,98.84701623014078,108.15364516775662,89.06846021874705
