Participant ID,ChestGirth(cm),HipsGirth(cm),WaistGirth(cm)
1001,102.61044651562734,107.38792621778872,95.15721373350374
1002,101.96967787032395,110.99679393820362,94.7660697871367
1003,98.68112993917563,113.00610535160052,89.56071827984086
1004,100.85516807517716,107.9579656156924,92.66352070176873
1005,100.1291092641267,113.00610535160052,92.10524477426895
1006,100.09262599220062,101.72467605034318,92.52673545127006
1007,102.1306801585735,123.86947728431286,93.51298074989423
1008,101.11138927602484,110.99679393820362,92.78178053088335
1009,98.84633809630779,118.53743725822014,89.26715754867466
1010,99.84374132468092,118.53743725822014,90.37971002808742
1011,97.53801188185828,113.71480461863834,87.97953346951708
1012,100.89851750804567,107.38792621778872,93.0800677307406
1013,96.56434662093135,119.47164362158428,86.60677976494375
1014,96.90672221642622,112.31796124732844,87.16474266211114
1015,98.78503186795847,112.31796124732844,90.52980060012884
1016,102.31265125295302,105.74063383141834,95.21214411387027
1017,101.11138927602484,103.17430933787514,93.88452882376077
1018,93.83985161649734,136.7421606304221,82.0289101647563
1019,93.83985161649734,136.7421606304221,82.0289101647563
1020,101.33518107421946,105.74063383141834,94.00581708246688
1021,96.97233115281209,123.86947728431286,86.36353078604418
1022,99.19946930724987,119.47164362158428,88.74945414358571
1023,98.84633809630779,107.9579656156924,89.0646489079895
